Record Name,Record Type,Record Value
_f80cd4629401070ea0c9d3b27c853d9c.mydynamicerp.com.,CNAME,_2a0338ce3dbc2e978d797bccb3cff88f.tgztlnjmjp.acm-validations.aws.
